Drain_ID,Month,Rainfall_mm_hr,Catchment_km2,Impervious_frac,Runoff_coeff,Drain_Type,Slope,Design_Capacity_m3hr,Degradation_Factor,Q_baseflow,Longitude_y,Latitude_y
1,1,5,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,2,8,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,3,12,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,4,20,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,5,35,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,6,60,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,7,90,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,8,75,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,9,50,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,10,25,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,11,10,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
1,12,6,2.185430535,0.331009033,0.467574025,3,0.100950531,2124.722352,0.751283038,144.6794496,-122.3989239,47.55417264
2,1,5,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,2,8,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,3,12,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,4,20,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,5,35,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,6,60,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,7,90,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,8,75,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,9,50,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,10,25,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,11,10,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
2,12,6,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345
3,1,5,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,2,8,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,3,12,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,4,20,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,5,35,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,6,60,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,7,90,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,8,75,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,9,50,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,10,25,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,11,10,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
3,12,6,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943
4,1,5,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,2,8,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,3,12,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,4,20,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,5,35,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,6,60,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,7,90,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,8,75,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,9,50,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,10,25,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,11,10,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
4,12,6,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351
5,1,5,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,2,8,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,3,12,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,4,20,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,5,35,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,6,60,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,7,90,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,8,75,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,9,50,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,10,25,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,11,10,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
5,12,6,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002
6,1,5,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,2,8,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,3,12,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,4,20,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,5,35,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,6,60,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,7,90,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,8,75,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,9,50,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,10,25,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,11,10,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
6,12,6,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407
7,1,5,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,2,8,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,3,12,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,4,20,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,5,35,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,6,60,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,7,90,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,8,75,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,9,50,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,10,25,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,11,10,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
7,12,6,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381
8,1,5,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,2,8,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,3,12,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,4,20,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,5,35,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,6,60,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,7,90,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
